Date,T,U
2018-11-06,21.257142857142856,79.0952380952381
2018-11-07,14.966666666666667,79.83333333333333
2018-11-08,19.795833333333338,45.541666666666664
2018-11-09,20.574999999999992,52.0
2018-11-10,16.404166666666665,60.541666666666664
2018-11-11,10.441666666666668,86.25
2018-11-12,3.0,81.41666666666667
2018-11-13,10.716666666666667,84.5
2018-11-14,4.999999999999999,97.5
2018-11-15,4.925000000000001,91.29166666666667
2018-11-16,4.0458333333333325,83.16666666666667
2018-11-17,4.245833333333333,69.91666666666667
2018-11-18,3.1083333333333343,50.125
2018-11-19,1.6583333333333332,77.16666666666667
2018-11-20,1.4000000000000004,83.0
2018-11-21,1.825,84.95833333333333
2018-11-22,2.2416666666666667,82.58333333333333
2018-11-23,0.34583333333333316,96.20833333333333
2018-11-24,4.6625000000000005,88.70833333333333
2018-11-25,5.1916666666666655,88.66666666666667
2018-11-26,4.095833333333334,82.95833333333333
2018-11-27,2.4458333333333333,83.79166666666667
2018-11-28,1.9874999999999996,82.45833333333333
2018-11-29,2.191666666666667,76.25
2018-11-30,1.7875000000000005,86.75
2018-12-01,3.829166666666667,91.54166666666667
2018-12-02,0.6875,85.79166666666667
2018-12-03,10.058333333333334,84.66666666666667
2018-12-04,14.729166666666664,66.66666666666667
2018-12-05,18.254166666666663,64.66666666666667
2018-12-06,17.418181818181818,82.04545454545455
2018-12-07,18.958333333333332,65.75
2018-12-08,20.2375,45.375
2018-12-09,21.64583333333334,51.125
2018-12-10,17.720833333333335,64.29166666666667
2018-12-11,12.825000000000001,75.75
2018-12-12,2.708333333333334,78.70833333333333
2018-12-13,-0.32083333333333336,74.25
2018-12-14,-0.525,69.04166666666667
2018-12-15,-0.8125000000000001,65.16666666666667
2018-12-16,-1.4875,82.20833333333333
2018-12-17,2.579166666666667,93.58333333333333
2018-12-18,3.670833333333333,86.875
2018-12-19,1.2791666666666666,92.04166666666667
2018-12-20,4.6625,90.29166666666667
2018-12-21,7.970833333333334,82.5
2018-12-22,10.016666666666667,75.0
2018-12-23,7.699999999999999,86.16666666666667
2018-12-24,5.270833333333333,82.5
2018-12-25,1.0375000000000003,79.54166666666667
2018-12-26,-1.1208333333333333,89.625
2018-12-27,1.7499999999999993,83.75
2018-12-28,0.5999999999999999,85.54545454545455
2018-12-29,0.8304347826086953,91.3913043478261
2018-12-30,5.720833333333334,79.70833333333333
2018-12-31,6.354166666666665,90.79166666666667
2019-01-01,6.120833333333333,85.20833333333333
2019-01-02,1.1083333333333332,86.0
